tag,mode,threshold,window,resolved,stop_frame,stop_time,stop_py,stop_tangent_vel,final_frame,final_time,final_py,final_tangent_vel,min_tangent_vel,max_tangent_vel
AR200_gap0.01_mu0.4_t14,sustained,1e-05,10,1,157300,15.73,0.00198386,1.0681122144452154e-06,2000000,200.0,0.00813335,4.272094625644754e-05,1.0905075756761322e-08,0.08281466016842448
AR200_gap0.01_mu0.4_t15,sustained,1e-05,10,0,2000000,200.0,0.647022,0.43883312660465046,2000000,200.0,0.647022,0.43883312660465046,3.9266641002867417e-07,1.1145627321946492
AR200_gap0.01_mu0.4_t16,sustained,1e-05,10,1,162600,16.26,-0.00315927,8.911344946803363e-06,2000000,200.0,-0.0242575,0.005010787881583313,2.1465318957969914e-08,0.06963493397102749
AR200_gap0.01_mu0.4_t17,sustained,1e-05,10,0,2000000,200.0,-0.0304599,0.0009165966567798737,2000000,200.0,-0.0304599,0.0009165966567798737,5.0651566915226325e-05,0.088577
AR200_gap0.01_mu0.4_t18,sustained,1e-05,10,1,110700,11.07,-0.0102384,3.1048497062504863e-06,2000000,200.0,-0.00373275,8.369292106941435e-05,1.4967374033055763e-07,0.0612709
AR200_gap0.01_mu0.4_t19,sustained,1e-05,10,0,2000000,200.0,-0.0497545,0.0013822184248446904,2000000,200.0,-0.0497545,0.0013822184248446904,1.6149482297275817e-07,0.015676721738218824
AR200_gap0.01_mu0.4_t2,sustained,1e-05,10,1,1141700,114.17,0.0181701,3.7737107402509347e-06,2000000,200.0,0.0181464,7.358305912004148e-05,1.114966261767266e-08,0.130311
AR200_gap0.01_mu0.4_t3,sustained,1e-05,10,0,2000000,200.0,0.183747,0.011647105476197253,2000000,200.0,0.183747,0.011647105476197253,0.00031761365751924376,0.0757752
AR200_gap0.01_mu0.4_t4,sustained,1e-05,10,0,2000000,200.0,-0.0360437,0.0024764311496736505,2000000,200.0,-0.0360437,0.0024764311496736505,1.8689108844102866e-06,0.1279049007177863
AR200_gap0.01_mu0.4_t5,sustained,1e-05,10,1,371300,37.13,0.000910394,7.908511903178839e-06,2000000,200.0,0.00987686,6.051975956794968e-05,4.6838756805066215e-07,0.00996436
AR200_gap0.01_mu0.4_t6,sustained,1e-05,10,1,290800,29.080000000000002,-0.0134589,9.229043532627089e-06,2000000,200.0,-0.0158199,3.356877811355121e-05,5.510518371531971e-09,0.10996867618827817
AR200_gap0.01_mu0.4_t7,sustained,1e-05,10,1,202100,20.21,-0.0153772,1.8391070467570554e-06,2000000,200.0,-0.0138821,8.299566452753505e-05,6.000144071658637e-09,0.0691528
AR200_gap0.01_mu0.4_t8,sustained,1e-05,10,1,217000,21.7,0.00188547,5.683743883686279e-06,2000000,200.0,0.00522121,0.00041078870613371686,1.667985634678288e-08,0.032484080376376616
AR200_gap0.01_mu0.4_t9,sustained,1e-05,10,1,1035000,103.5,0.110425,1.7596365246097824e-06,2000000,200.0,0.121409,0.00011591641311223448,3.1171641038717615e-08,0.19835997782912837
AR200_gap0.01_mu1.0_t0,sustained,1e-05,10,0,2000000,200.0,-0.10754,0.028355849428739692,2000000,200.0,-0.10754,0.028355849428739692,5.671265062311869e-07,0.11711292156501342
AR200_gap0.01_mu1.0_t1,sustained,1e-05,10,0,2000000,200.0,-0.0169536,0.00036208195925853165,2000000,200.0,-0.0169536,0.00036208195925853165,2.8934621698422335e-07,0.03064
AR200_gap0.01_mu1.0_t10,sustained,1e-05,10,1,391200,39.120000000000005,-0.0220429,4.401754848872398e-06,2000000,200.0,-0.023416,1.3002292764484354e-05,2.625503069746738e-07,0.07461
AR200_gap0.01_mu1.0_t11,sustained,1e-05,10,0,2000000,200.0,0.121394,0.0014621469537981278,2000000,200.0,0.121394,0.0014621469537981278,6.505644666820529e-06,0.138177
AR200_gap0.01_mu1.0_t12,sustained,1e-05,10,0,2000000,200.0,0.0183479,0.0008003419612426431,2000000,200.0,0.0183479,0.0008003419612426431,0.0002940524427625137,0.0183537
AR200_gap0.01_mu1.0_t13,sustained,1e-05,10,0,2000000,200.0,-81.3909,1.2201634698007198,2000000,200.0,-81.3909,1.2201634698007198,0.0018264829398242713,1.2275621558140246
AR200_gap0.01_mu1.0_t14,sustained,1e-05,10,1,587600,58.760000000000005,-0.00108302,9.385202380013737e-06,2000000,200.0,-0.00105059,0.0002060863592044007,1.2318631627732098e-09,0.08281466016842448
AR200_gap0.01_mu1.0_t15,sustained,1e-05,10,0,2000000,200.0,-42.4136,0.24941819878756674,2000000,200.0,-42.4136,0.24941819878756674,3.9266641002867417e-07,1.2208306877355644
AR200_gap0.01_mu1.0_t16,sustained,1e-05,10,0,2000000,200.0,1.31374,0.5454315945737753,2000000,200.0,1.31374,0.5454315945737753,0.0004518850208286541,1.1015466071131337
AR200_gap0.01_mu1.0_t17,sustained,1e-05,10,0,2000000,200.0,-0.0478311,0.008656741943821919,2000000,200.0,-0.0478311,0.008656741943821919,0.0002949546163357065,0.088577
AR200_gap0.01_mu1.0_t18,sustained,1e-05,10,1,1113300,111.33,-0.0100097,9.199716279218366e-06,2000000,200.0,-0.00945269,1.6401999094617006e-05,1.5203514207707596e-06,0.0612709
AR200_gap0.01_mu1.0_t19,sustained,1e-05,10,1,459600,45.96,-0.00332992,9.840340961924043e-06,2000000,200.0,-0.00407927,9.27715700943473e-06,2.225843152922885e-09,0.015676721738218824
AR200_gap0.01_mu1.0_t2,sustained,1e-05,10,1,172900,17.29,-0.00332729,7.539945936075973e-06,2000000,200.0,0.000169366,3.028990369983303e-06,4.569993604709336e-09,0.130311
AR200_gap0.01_mu1.0_t3,sustained,1e-05,10,1,84600,8.46,-0.00503334,1.151110899960629e-06,2000000,200.0,-0.00702595,3.910418903109812e-05,7.946969690150565e-09,0.0757752
AR200_gap0.01_mu1.0_t4,sustained,1e-05,10,0,2000000,200.0,90.5687,0.3525940977301948,2000000,200.0,90.5687,0.3525940977301948,0.0027174077059109116,1.1203757682569628
AR200_gap0.01_mu1.0_t5,sustained,1e-05,10,1,152500,15.25,0.000980853,4.782317851536481e-06,2000000,200.0,0.0110148,0.00017149866632956324,1.7110767902401714e-07,0.00996436
AR200_gap0.01_mu1.0_t6,sustained,1e-05,10,0,2000000,200.0,0.0206804,0.003702700366082853,2000000,200.0,0.0206804,0.003702700366082853,5.721460481542792e-05,0.10996867618827817
AR200_gap0.01_mu1.0_t7,sustained,1e-05,10,0,2000000,200.0,-0.110651,0.008836555962820652,2000000,200.0,-0.110651,0.008836555962820652,1.538271444477243e-05,0.0825565158030666
AR200_gap0.01_mu1.0_t8,sustained,1e-05,10,1,1100700,110.07000000000001,-0.00152507,9.760191993282219e-06,2000000,200.0,-0.000915539,9.145752051316375e-06,9.81222686689614e-07,0.032484080376376616
AR200_gap0.01_mu1.0_t9,sustained,1e-05,10,1,308300,30.830000000000002,0.00717536,6.6346929121424285e-06,2000000,200.0,-0.00282358,3.198308467615263e-05,6.323483819970246e-09,0.19835997782912837
AR200_gap0.1_mu0.0_t0,sustained,1e-05,10,0,2000000,200.0,-4.34842,0.019967224229761573,2000000,200.0,-4.34842,0.019967224229761573,0.0042094330444190226,0.04114989716148634
AR200_gap0.1_mu0.0_t1,sustained,1e-05,10,0,2000000,200.0,6.01594,0.03110757428025245,2000000,200.0,6.01594,0.03110757428025245,0.01272605590824158,0.048123871791429934
AR200_gap0.1_mu0.0_t10,sustained,1e-05,10,0,2000000,200.0,-15.1548,0.06407555429988417,2000000,200.0,-15.1548,0.06407555429988417,0.0001414401442299193,0.13968575208338893
AR200_gap0.1_mu0.0_t11,sustained,1e-05,10,0,2000000,200.0,-26.9785,0.13897889414540646,2000000,200.0,-26.9785,0.13897889414540646,0.11982978865242513,0.14846132341321633
AR200_gap0.1_mu0.0_t12,sustained,1e-05,10,0,2000000,200.0,-3.71378,0.03180804643104458,2000000,200.0,-3.71378,0.03180804643104458,1.3983507848935178e-05,0.04357052095760631
AR200_gap0.1_mu0.0_t13,sustained,1e-05,10,0,2000000,200.0,10.2537,0.04859865616636782,2000000,200.0,10.2537,0.04859865616636782,0.0014786567867612413,0.10308454935008338
AR200_gap0.1_mu0.0_t14,sustained,1e-05,10,0,2000000,200.0,16.6455,0.08019063063785657,2000000,200.0,16.6455,0.08019063063785657,0.04870260639993866,0.11294207364842479
AR200_gap0.1_mu0.0_t15,sustained,1e-05,10,0,2000000,200.0,6.68995,0.03706261500783252,2000000,200.0,6.68995,0.03706261500783252,0.0025044106386936,0.06909343674525864
AR200_gap0.1_mu0.0_t16,sustained,1e-05,10,0,2000000,200.0,-13.7576,0.0769125221524047,2000000,200.0,-13.7576,0.0769125221524047,0.01243386495719044,0.1210101093427122
AR200_gap0.1_mu0.0_t17,sustained,1e-05,10,0,2000000,200.0,-17.6553,0.08433151022720724,2000000,200.0,-17.6553,0.08433151022720724,0.07785643834950336,0.09762336434075503
AR200_gap0.1_mu0.0_t18,sustained,1e-05,10,0,2000000,200.0,-12.0319,0.06542322055510304,2000000,200.0,-12.0319,0.06542322055510304,0.04854549260218834,0.07288975972226294
AR200_gap0.1_mu0.0_t19,sustained,1e-05,10,0,2000000,200.0,-3.00796,0.007974805746575307,2000000,200.0,-3.00796,0.007974805746575307,1.332842625052788e-07,0.06757579162460799
AR200_gap0.1_mu0.0_t2,sustained,1e-05,10,0,2000000,200.0,-26.4669,0.1287752165236572,2000000,200.0,-26.4669,0.1287752165236572,0.04123084207290606,0.21884403609677297
AR200_gap0.1_mu0.0_t3,sustained,1e-05,10,0,2000000,200.0,-15.2513,0.0732477220100636,2000000,200.0,-15.2513,0.0732477220100636,0.05932453449448557,0.09197777975611852
AR200_gap0.1_mu0.0_t4,sustained,1e-05,10,0,2000000,200.0,-25.7315,0.10915153391599886,2000000,200.0,-25.7315,0.10915153391599886,0.060318781217673735,0.18184094272775952
AR200_gap0.1_mu0.0_t5,sustained,1e-05,10,0,2000000,200.0,1.95536,0.014497896925906709,2000000,200.0,1.95536,0.014497896925906709,4.351105543573541e-08,0.04252135996625543
AR200_gap0.1_mu0.0_t6,sustained,1e-05,10,0,2000000,200.0,-21.8085,0.10939236838679532,2000000,200.0,-21.8085,0.10939236838679532,0.08180957394710359,0.13077352104000653
AR200_gap0.1_mu0.0_t7,sustained,1e-05,10,0,2000000,200.0,-13.756,0.0783212707458692,2000000,200.0,-13.756,0.0783212707458692,0.02614325553705029,0.11315646439582604
AR200_gap0.1_mu0.0_t8,sustained,1e-05,10,0,2000000,200.0,-6.38827,0.017748118484337327,2000000,200.0,-6.38827,0.017748118484337327,8.100896414370284e-07,0.06911175566355218
AR200_gap0.1_mu0.0_t9,sustained,1e-05,10,0,2000000,200.0,-38.7612,0.1720471175353121,2000000,200.0,-38.7612,0.1720471175353121,0.013723660583517441,0.3927727483618099
AR200_gap0.1_mu0.1_t0,sustained,1e-05,10,1,1406100,140.61,0.0598468,1.499649777377053e-06,2000000,200.0,0.0791694,0.000900580237387799,9.500308403081814e-08,0.05187954482336603
AR200_gap0.1_mu0.1_t1,sustained,1e-05,10,0,2000000,200.0,-0.392539,0.0038390908576941205,2000000,200.0,-0.392539,0.0038390908576941205,3.809329607870962e-07,0.0351986283943011
AR200_gap0.1_mu0.1_t10,sustained,1e-05,10,0,2000000,200.0,0.272791,0.0030475324540768295,2000000,200.0,0.272791,0.0030475324540768295,1.6940431605387427e-07,0.07811532817657546
AR200_gap0.1_mu0.1_t11,sustained,1e-05,10,0,2000000,200.0,-1.08323,0.002914346841363129,2000000,200.0,-1.08323,0.002914346841363129,4.101472219788073e-07,0.13930019880728295
AR200_gap0.1_mu0.1_t12,sustained,1e-05,10,0,2000000,200.0,-0.231365,0.0015777711563128196,2000000,200.0,-0.231365,0.0015777711563128196,1.5637257872998332e-07,0.03500113478000915
AR200_gap0.1_mu0.1_t13,sustained,1e-05,10,0,2000000,200.0,0.347964,0.0014962818040680863,2000000,200.0,0.347964,0.0014962818040680863,3.7436342042013656e-08,0.06353719372921293
AR200_gap0.1_mu0.1_t14,sustained,1e-05,10,0,2000000,200.0,-0.0235728,0.0008504960978831198,2000000,200.0,-0.0235728,0.0008504960978831198,3.940024716793519e-07,0.08741206648315676
AR200_gap0.1_mu0.1_t15,sustained,1e-05,10,0,2000000,200.0,0.241947,0.00350071017587291,2000000,200.0,0.241947,0.00350071017587291,4.901490142073493e-07,0.05309767430434183
AR200_gap0.1_mu0.1_t16,sustained,1e-05,10,0,2000000,200.0,0.277142,0.00197237658981296,2000000,200.0,0.277142,0.00197237658981296,2.7602228804251422e-08,0.07320804188209595
AR200_gap0.1_mu0.1_t17,sustained,1e-05,10,1,1872000,187.20000000000002,-1.84516,5.433520180424404e-06,2000000,200.0,-1.87818,0.0010246448079272775,4.5363482772909844e-08,0.088577
AR200_gap0.1_mu0.1_t18,sustained,1e-05,10,0,2000000,200.0,0.0346689,0.004346027656946781,2000000,200.0,0.0346689,0.004346027656946781,4.24031049841905e-08,0.0612709
AR200_gap0.1_mu0.1_t19,sustained,1e-05,10,0,2000000,200.0,-0.14152,0.0007514597872375668,2000000,200.0,-0.14152,0.0007514597872375668,1.4045871011521337e-06,0.040891800854845305
AR200_gap0.1_mu0.1_t2,sustained,1e-05,10,0,2000000,200.0,-0.405531,0.0017898232649737464,2000000,200.0,-0.405531,0.0017898232649737464,6.94361039364072e-07,0.14558870115749564
AR200_gap0.1_mu0.1_t3,sustained,1e-05,10,1,1833700,183.37,-0.251601,8.560382663494898e-06,2000000,200.0,-0.251278,0.0008974461930897567,1.0645503496623833e-07,0.0757752
AR200_gap0.1_mu0.1_t4,sustained,1e-05,10,0,2000000,200.0,-0.0220567,0.0006856931572216967,2000000,200.0,-0.0220567,0.0006856931572216967,2.4291422344349233e-07,0.13366989996525247
AR200_gap0.1_mu0.1_t5,sustained,1e-05,10,1,701100,70.11,0.0267485,4.944144569539424e-06,2000000,200.0,-0.0966492,0.0020971833539026943,1.0917384401240918e-08,0.0296670724564008
AR200_gap0.1_mu0.1_t6,sustained,1e-05,10,0,2000000,200.0,-0.492625,0.003754051686153193,2000000,200.0,-0.492625,0.003754051686153193,6.905820076489114e-07,0.11603314775318535
AR200_gap0.1_mu0.1_t7,sustained,1e-05,10,0,2000000,200.0,-0.663702,0.004256670502623946,2000000,200.0,-0.663702,0.004256670502623946,1.3563827824240762e-06,0.0691528
AR200_gap0.1_mu0.1_t8,sustained,1e-05,10,0,2000000,200.0,0.344139,0.0019937682363771157,2000000,200.0,0.344139,0.0019937682363771157,2.421607457616065e-07,0.06468394468686674
AR200_gap0.1_mu0.1_t9,sustained,1e-05,10,0,2000000,200.0,0.460939,0.004652383453458329,2000000,200.0,0.460939,0.004652383453458329,1.310248028112452e-06,0.21687817214634553
AR200_gap0.1_mu0.2_t0,sustained,1e-05,10,0,2000000,200.0,0.164758,0.0007568294526658565,2000000,200.0,0.164758,0.0007568294526658565,9.900634655147334e-07,0.05104711363455713
AR200_gap0.1_mu0.2_t1,sustained,1e-05,10,0,2000000,200.0,0.354357,0.005703493269817675,2000000,200.0,0.354357,0.005703493269817675,1.6789323793134284e-07,0.0346172594622946
AR200_gap0.1_mu0.2_t10,sustained,1e-05,10,0,2000000,200.0,-0.0279378,0.0039418628891333815,2000000,200.0,-0.0279378,0.0039418628891333815,2.97204337658814e-07,0.07620612626136283
AR200_gap0.1_mu0.2_t11,sustained,1e-05,10,1,1545100,154.51000000000002,-0.340061,3.6967701721136656e-06,2000000,200.0,-0.418219,0.0037412491614696322,3.003197070084804e-08,0.138177
AR200_gap0.1_mu0.2_t12,sustained,1e-05,10,0,2000000,200.0,-0.762273,0.023351300727645304,2000000,200.0,-0.762273,0.023351300727645304,6.559710685277666e-07,0.04109601998098989
AR200_gap0.1_mu0.2_t13,sustained,1e-05,10,0,2000000,200.0,-0.361031,0.006258005415649453,2000000,200.0,-0.361031,0.006258005415649453,7.314978477508888e-08,0.06702507293711288
AR200_gap0.1_mu0.2_t14,sustained,1e-05,10,1,1963000,196.3,-0.260434,7.951241758816537e-06,2000000,200.0,-0.254921,0.0007198279210722133,9.879399653359904e-08,0.08741206648315676
AR200_gap0.1_mu0.2_t15,sustained,1e-05,10,0,2000000,200.0,0.132734,0.0022718849912101297,2000000,200.0,0.132734,0.0022718849912101297,1.0931325066611047e-07,0.04992869224436889
AR200_gap0.1_mu0.2_t16,sustained,1e-05,10,0,2000000,200.0,0.344957,0.0052636206177990395,2000000,200.0,0.344957,0.0052636206177990395,4.6387324924681075e-07,0.07256448983506512
AR200_gap0.1_mu0.2_t17,sustained,1e-05,10,0,2000000,200.0,-1.11948,0.003061733747622202,2000000,200.0,-1.11948,0.003061733747622202,3.2048041151744896e-07,0.088577
AR200_gap0.1_mu0.2_t18,sustained,1e-05,10,0,2000000,200.0,-0.411892,0.0007632134359041364,2000000,200.0,-0.411892,0.0007632134359041364,8.503373435525541e-07,0.0612709
AR200_gap0.1_mu0.2_t19,sustained,1e-05,10,0,2000000,200.0,0.184765,0.003229082754202785,2000000,200.0,0.184765,0.003229082754202785,1.337492466250631e-07,0.042155522536749
AR200_gap0.1_mu0.2_t2,sustained,1e-05,10,0,2000000,200.0,0.132345,0.017444041236315128,2000000,200.0,0.132345,0.017444041236315128,2.987655200419368e-06,0.130311
AR200_gap0.1_mu0.2_t3,sustained,1e-05,10,0,2000000,200.0,0.120688,0.0037128505573981348,2000000,200.0,0.120688,0.0037128505573981348,4.1210046538133014e-07,0.0757752
AR200_gap0.1_mu0.2_t4,sustained,1e-05,10,0,2000000,200.0,-0.313692,0.0004164883773790784,2000000,200.0,-0.313692,0.0004164883773790784,4.0173654510488026e-07,0.13366989996525247
AR200_gap0.1_mu0.2_t5,sustained,1e-05,10,0,2000000,200.0,0.0670334,0.0006963595460528807,2000000,200.0,0.0670334,0.0006963595460528807,4.6406431564779277e-07,0.0371388940131684
AR200_gap0.1_mu0.2_t6,sustained,1e-05,10,0,2000000,200.0,-0.591636,0.004934054895956701,2000000,200.0,-0.591636,0.004934054895956701,5.639593146419125e-07,0.11603314775318535
AR200_gap0.1_mu0.2_t7,sustained,1e-05,10,1,1313400,131.34,-0.0398428,9.843452847138803e-06,2000000,200.0,-0.0659306,0.0007540063284541879,1.5950737627171418e-07,0.0692498919632879
AR200_gap0.1_mu0.2_t8,sustained,1e-05,10,0,2000000,200.0,0.73971,0.006244846641548565,2000000,200.0,0.73971,0.006244846641548565,1.3270171551752188e-06,0.06470334458399621
AR200_gap0.1_mu0.2_t9,sustained,1e-05,10,0,2000000,200.0,0.759638,0.015641614614054878,2000000,200.0,0.759638,0.015641614614054878,1.845349809158494e-06,0.21687817214634553
AR200_gap0.1_mu0.4_t0,sustained,1e-05,10,0,2000000,200.0,-1.03507,0.002811780719124051,2000000,200.0,-1.03507,0.002811780719124051,2.1190695637635744e-06,0.1217469666535762
AR200_gap0.1_mu0.4_t1,sustained,1e-05,10,0,2000000,200.0,0.509443,0.004479587084867661,2000000,200.0,0.509443,0.004479587084867661,3.6084223879130677e-07,0.034168001639924596
AR200_gap0.1_mu0.4_t10,sustained,1e-05,10,1,1697600,169.76000000000002,0.327409,4.748376457695694e-06,2000000,200.0,0.310658,0.0015247930237945579,1.2879157245630074e-07,0.07620612626136283
AR200_gap0.1_mu0.4_t11,sustained,1e-05,10,0,2000000,200.0,-0.3333,0.0013260924795463207,2000000,200.0,-0.3333,0.0013260924795463207,5.033230856224969e-07,0.138177
AR200_gap0.1_mu0.4_t12,sustained,1e-05,10,0,2000000,200.0,-0.398662,0.000989515149979097,2000000,200.0,-0.398662,0.000989515149979097,8.05065315699616e-07,0.03960113906233974
AR200_gap0.1_mu0.4_t13,sustained,1e-05,10,0,2000000,200.0,0.166725,0.0006300202786869562,2000000,200.0,0.166725,0.0006300202786869562,4.899946432876997e-05,0.05918745001031855
AR200_gap0.1_mu0.4_t14,sustained,1e-05,10,0,2000000,200.0,-0.15483,0.0020274045677956118,2000000,200.0,-0.15483,0.0020274045677956118,4.850524794270615e-07,0.08741206648315676
AR200_gap0.1_mu0.4_t15,sustained,1e-05,10,0,2000000,200.0,-0.16042,0.0020553714304415464,2000000,200.0,-0.16042,0.0020553714304415464,2.503059718300237e-06,0.04607133787803624
AR200_gap0.1_mu0.4_t16,sustained,1e-05,10,0,2000000,200.0,0.239263,0.0024282362629511446,2000000,200.0,0.239263,0.0024282362629511446,4.7009584187374456e-07,0.07256448983506512
AR200_gap0.1_mu0.4_t17,sustained,1e-05,10,1,1304700,130.47,-0.346254,6.1130329745713976e-06,2000000,200.0,-0.327548,0.0018380355980380672,4.360716980970382e-07,0.088577
AR200_gap0.1_mu0.4_t18,sustained,1e-05,10,0,2000000,200.0,-0.0138622,0.0015543807292473968,2000000,200.0,-0.0138622,0.0015543807292473968,8.764324758721677e-07,0.0612709
AR200_gap0.1_mu0.4_t19,sustained,1e-05,10,0,2000000,200.0,-0.684304,0.0002423084614959436,2000000,200.0,-0.684304,0.0002423084614959436,4.537849923102669e-07,0.03856138979693525
AR200_gap0.1_mu0.4_t2,sustained,1e-05,10,0,2000000,200.0,-0.482372,0.002218970065564138,2000000,200.0,-0.482372,0.002218970065564138,3.4327794890454645e-06,0.130311
AR200_gap0.1_mu0.4_t3,sustained,1e-05,10,0,2000000,200.0,-0.297039,0.007172108804170411,2000000,200.0,-0.297039,0.007172108804170411,3.2632637741227552e-06,0.0757752
AR200_gap0.1_mu0.4_t4,sustained,1e-05,10,0,2000000,200.0,0.14409,0.0071034465995615135,2000000,200.0,0.14409,0.0071034465995615135,1.3266371959465132e-06,0.13366989996525247
AR200_gap0.1_mu0.4_t5,sustained,1e-05,10,1,1990000,199.0,0.47191,5.6173911420129e-06,2000000,200.0,0.472208,0.00016756646723858605,2.833789345225513e-07,0.050634079872757407
AR200_gap0.1_mu0.4_t6,sustained,1e-05,10,0,2000000,200.0,-0.00344797,0.00037163032021164585,2000000,200.0,-0.00344797,0.00037163032021164585,4.836081273509548e-07,0.11603314775318535
AR200_gap0.1_mu0.4_t7,sustained,1e-05,10,0,2000000,200.0,-0.202461,0.000938374120217416,2000000,200.0,-0.202461,0.000938374120217416,5.202268988577501e-07,0.0711763282050532
AR200_gap0.1_mu0.4_t8,sustained,1e-05,10,1,1916600,191.66,-0.0342594,4.383885354042333e-06,2000000,200.0,-0.0205306,0.00302360759439397,2.9245691634803583e-07,0.053187283136582136
AR200_gap0.1_mu0.4_t9,sustained,1e-05,10,0,2000000,200.0,-0.041986,0.00118723583388094,2000000,200.0,-0.041986,0.00118723583388094,3.3083808453069404e-07,0.21687817214634553
AR200_gap0.1_mu1.0_t0,sustained,1e-05,10,0,2000000,200.0,0.0909175,0.005433173424813304,2000000,200.0,0.0909175,0.005433173424813304,2.2880793485309222e-07,0.09761162197987314
AR200_gap0.1_mu1.0_t1,sustained,1e-05,10,1,854500,85.45,-0.0148456,6.163528721802561e-06,2000000,200.0,-0.108062,0.0026483134587109687,8.285355294992448e-07,0.03064
AR200_gap0.1_mu1.0_t10,sustained,1e-05,10,1,1402700,140.27,-0.246126,4.7731794728439925e-06,2000000,200.0,-0.213798,0.0017010169839575488,4.358095224998339e-08,0.07620612626136283
AR200_gap0.1_mu1.0_t11,sustained,1e-05,10,1,1634600,163.46,-0.0789804,4.138273583577969e-06,2000000,200.0,-0.0701562,0.004930407794504294,1.0361821918820593e-07,0.138177
AR200_gap0.1_mu1.0_t12,sustained,1e-05,10,0,2000000,200.0,-0.234303,0.005555016112657272,2000000,200.0,-0.234303,0.005555016112657272,2.1720582109106355e-06,0.03960113906233974
AR200_gap0.1_mu1.0_t13,sustained,1e-05,10,1,1777100,177.71,-0.0205476,3.4575965193137125e-06,2000000,200.0,-0.0184783,0.003507081742076255,1.0935007726923813e-07,0.0567949729801294
AR200_gap0.1_mu1.0_t14,sustained,1e-05,10,0,2000000,200.0,0.0941865,0.0004282319861533039,2000000,200.0,0.0941865,0.0004282319861533039,7.1143558590749684e-06,0.08741206648315676
AR200_gap0.1_mu1.0_t15,sustained,1e-05,10,0,2000000,200.0,-0.114213,0.00019280821017524666,2000000,200.0,-0.114213,0.00019280821017524666,1.8945660375856784e-06,0.04607133787803624
AR200_gap0.1_mu1.0_t16,sustained,1e-05,10,0,2000000,200.0,0.723672,0.008208106427596139,2000000,200.0,0.723672,0.008208106427596139,3.3659276402673542e-06,0.07256448983506512
AR200_gap0.1_mu1.0_t17,sustained,1e-05,10,0,2000000,200.0,-0.317267,0.0006147166684058039,2000000,200.0,-0.317267,0.0006147166684058039,1.5487414039013045e-06,0.088577
AR200_gap0.1_mu1.0_t18,sustained,1e-05,10,0,2000000,200.0,-0.139876,0.002360954399580738,2000000,200.0,-0.139876,0.002360954399580738,2.925155804237218e-07,0.0612709
AR200_gap0.1_mu1.0_t19,sustained,1e-05,10,0,2000000,200.0,0.144683,0.008142839775027133,2000000,200.0,0.144683,0.008142839775027133,5.827786536260083e-07,0.03856138979693525
AR200_gap0.1_mu1.0_t2,sustained,1e-05,10,0,2000000,200.0,-0.326068,0.007961157662212209,2000000,200.0,-0.326068,0.007961157662212209,7.513033117726234e-09,0.130311
AR200_gap0.1_mu1.0_t3,sustained,1e-05,10,0,2000000,200.0,-0.0744474,0.0020022631594375827,2000000,200.0,-0.0744474,0.0020022631594375827,1.2128024003835625e-05,0.0757752
AR200_gap0.1_mu1.0_t4,sustained,1e-05,10,0,2000000,200.0,-0.0188022,0.0004448340862768047,2000000,200.0,-0.0188022,0.0004448340862768047,4.3231819011843066e-07,0.13366989996525247
AR200_gap0.1_mu1.0_t5,sustained,1e-05,10,1,1779100,177.91,0.0129567,1.1643809253228648e-07,2000000,200.0,-0.00120979,0.001242858954502453,1.1643809253228648e-07,0.049568096609739
AR200_gap0.1_mu1.0_t6,sustained,1e-05,10,0,2000000,200.0,0.231662,0.004877719964302265,2000000,200.0,0.231662,0.004877719964302265,2.801792835140397e-06,0.11603314775318535
AR200_gap0.1_mu1.0_t7,sustained,1e-05,10,0,2000000,200.0,-0.470077,0.0010550025572493306,2000000,200.0,-0.470077,0.0010550025572493306,2.4514886040357197e-06,0.0691528
AR200_gap0.1_mu1.0_t8,sustained,1e-05,10,1,1022500,102.25,0.139027,8.473672075729973e-06,2000000,200.0,0.162428,0.0004524493507114826,7.494190322971175e-07,0.053187283136582136
AR200_gap0.1_mu1.0_t9,sustained,1e-05,10,0,2000000,200.0,1.347,0.0017002462563189902,2000000,200.0,1.347,0.0017002462563189902,3.879747744472319e-06,0.21687817214634553
