frame,rods,integrate_ms,sleep_ms,broadphase_ms,warmstart_ms,buildIslands_ms,solve_ms,floorSolve_ms,posCorrect_ms,pbcWrap_ms,render_ms,contacts,islands
2263,100,0.059834,0.013579,59.8749,0.001668,0.070374,0.001124,0,0.001624,0.414207,0.188917,0,0
2264,100,0.05812,0.013375,59.799,0.001704,0.069292,0.001251,0,0.001334,0.412124,0.191833,0,0
2265,100,0.051584,0.013206,60.7322,0.001293,0.065291,0.00096,0,0.00154,0.410542,0.176417,0,0
2266,100,0.057711,0.013502,62.5438,0.001628,0.071754,0.000875,0,0.001624,0.418042,0.201041,0,0
2267,100,0.055129,0.013624,61.0737,0.00137,0.067922,0.000914,0,0.001542,0.421291,0.187875,0,0
2268,100,0.049916,0.013378,60.4135,0.001455,0.063585,0.001288,0,0.001538,0.421584,0.190083,0,0
2269,100,0.059079,0.013962,60.804,0.001583,0.066417,0.00129,0,0.001627,0.445207,0.186958,0,0
2270,100,0.061584,0.013542,59.8444,0.001667,0.072414,0.000916,0,0.001628,0.413043,0.193167,0,0
2271,100,0.066128,0.014295,63.6857,0.001877,0.076584,0.001248,0,0.001877,0.437833,0.196791,0,0
2272,100,0.054337,0.013792,60.6936,0.001502,0.068455,0.00104,0,0.001414,0.421372,0.192041,0,0
2273,100,0.054051,0.013331,60.1991,0.00145,0.064997,0.001207,0,0.001873,0.415707,0.175834,0,0
2274,100,0.052125,0.013125,59.4846,0.001413,0.062296,0.001254,0,0.001418,0.411875,0.177291,0,0
2275,100,0.054084,0.013125,58.6863,0.001209,0.063795,0.000915,0,0.0015,0.407793,0.193042,0,0
2276,100,0.056876,0.013672,60.9054,0.001376,0.069126,0.001083,0,0.001332,0.424001,0.188625,0,0
2277,100,0.050794,0.013081,59.9713,0.001166,0.064873,0.001081,0,0.00175,0.412755,0.193458,0,0
2278,100,0.053503,0.013501,62.6006,0.001287,0.064583,0.001293,0,0.001625,0.416792,0.18925,0,0
2279,100,0.053252,0.013257,59.8355,0.0012,0.063375,0.001167,0,0.001711,0.412501,0.189125,0,0
2280,100,0.051332,0.013421,59.013,0.001418,0.062627,0.000921,0,0.001334,0.408582,0.182291,0,0
2281,100,0.049204,0.012961,57.433,0.001208,0.062416,0.001044,0,0.001664,0.39725,0.178416,0,0
2282,100,0.047499,0.012542,57.5839,0.001127,0.068332,0.001004,0,0.001417,0.400208,0.178792,0,0
2283,100,0.050835,0.012955,58.3806,0.001333,0.061709,0.001041,0,0.001207,0.40275,0.189,0,0
2284,100,0.0505,0.01321,59.2531,0.001585,0.06246,0.001167,0,0.001796,0.411289,0.189625,0,0
2285,100,0.050543,0.012919,59.3018,0.001458,0.062461,0.001208,0,0.00137,0.411369,0.182458,0,0
2286,100,0.056209,0.013205,60.4512,0.001208,0.069166,0.001081,0,0.001538,0.412333,0.192792,0,0
2287,100,0.050503,0.013208,59.5444,0.001462,0.063372,0.000998,0,0.001706,0.411414,0.185125,0,0
2288,100,0.053706,0.01329,60.1383,0.001289,0.063129,0.001294,0,0.001458,0.412044,0.173125,0,0
2289,100,0.051372,0.013039,59.0996,0.001333,0.062664,0.001296,0,0.0015,0.410918,0.1865,0,0
2290,100,0.050125,0.013206,58.913,0.001003,0.063545,0.000793,0,0.001588,0.420335,0.176417,0,0
2291,100,0.054001,0.013206,59.1238,0.001296,0.063876,0.001002,0,0.001581,0.423871,0.168917,0,0
2292,100,0.052663,0.012917,57.3397,0.001377,0.063413,0.000875,0,0.001503,0.398251,0.175083,0,0
2293,100,0.053668,0.013496,59.7139,0.001379,0.064044,0.001045,0,0.001629,0.416626,0.189958,0,0
2294,100,0.054207,0.01325,60.3642,0.001289,0.065208,0.001001,0,0.001375,0.416457,0.186959,0,0
2295,100,0.053291,0.013082,59.017,0.001292,0.061416,0.001127,0,0.001503,0.411336,0.186916,0,0
2296,100,0.05167,0.013339,59.5762,0.001209,0.063459,0.00112,0,0.001666,0.414375,0.184167,0,0
2297,100,0.053253,0.013206,59.0866,0.001166,0.061955,0.001084,0,0.001252,0.412336,0.177459,0,0
2298,100,0.052668,0.013208,59.8014,0.00121,0.06304,0.001,0,0.001453,0.413829,0.183417,0,0
2299,100,0.051917,0.012916,59.4722,0.00121,0.061502,0.001207,0,0.001669,0.410794,0.183208,0,0
2300,100,0.053458,0.01321,58.9427,0.0015,0.062958,0.000921,0,0.001336,0.41146,0.174334,0,0
2301,100,0.055789,0.013249,59.7542,0.001371,0.066628,0.001167,0,0.001378,0.416123,0.185416,0,0
2302,100,0.058329,0.013247,59.1373,0.001288,0.063045,0.001253,0,0.001334,0.408211,0.172625,0,0
2303,100,0.049955,0.012835,57.349,0.001418,0.061039,0.001127,0,0.001499,0.397792,0.18025,0,0
2304,100,0.051998,0.012829,57.0749,0.001376,0.060251,0.001085,0,0.001503,0.396502,0.177,0,0
2305,100,0.053498,0.013498,59.6235,0.001332,0.064625,0.000919,0,0.001664,0.417621,0.184333,0,0
2306,100,0.055878,0.013458,59.6244,0.001253,0.063164,0.000999,0,0.001539,0.41429,0.173875,0,0
2307,100,0.051668,0.013456,59.7594,0.00129,0.061831,0.001208,0,0.001496,0.415373,0.190584,0,0
2308,100,0.055,0.013078,59.6208,0.00121,0.062585,0.001002,0,0.00171,0.412585,0.18575,0,0
2309,100,0.060461,0.013624,60.1332,0.001455,0.067046,0.001039,0,0.001541,0.43125,0.183041,0,0
2310,100,0.055295,0.013334,62.128,0.001333,0.065042,0.001123,0,0.001539,0.419874,0.178292,0,0
2311,100,0.052581,0.013166,60.0577,0.001377,0.062875,0.001164,0,0.001501,0.416747,0.16825,0,0
2312,100,0.056085,0.013293,62.0965,0.00117,0.06321,0.001003,0,0.001501,0.414084,0.179208,0,0
2313,100,0.055336,0.013085,59.1199,0.001458,0.063625,0.001,0,0.001755,0.40763,0.187208,0,0
2314,100,0.053795,0.013665,59.8743,0.001247,0.063748,0.001167,0,0.001411,0.429874,0.175583,0,0
2315,100,0.066248,0.014373,63.7474,0.002122,0.076791,0.001334,0,0.002202,0.449498,0.194334,0,0
2316,100,0.053543,0.01321,60.0842,0.001499,0.066579,0.001,0,0.001615,0.417494,0.187958,0,0
2317,100,0.05267,0.013461,59.7521,0.001251,0.062541,0.000833,0,0.001457,0.41579,0.185083,0,0
2318,100,0.066331,0.013206,59.8693,0.001207,0.06321,0.000961,0,0.001667,0.406626,0.176958,0,0
2319,100,0.048714,0.013251,59.0336,0.00146,0.061962,0.000917,0,0.001581,0.410832,0.182292,0,0
2320,100,0.051334,0.013415,60.3545,0.001164,0.063835,0.001,0,0.001499,0.416543,0.176292,0,0
2321,100,0.051249,0.013375,61.3299,0.001207,0.061957,0.001085,0,0.001372,0.412251,0.175166,0,0
2322,100,0.055335,0.013584,60.9973,0.001456,0.064748,0.001082,0,0.001538,0.421289,0.185333,0,0
2323,100,0.054837,0.013255,58.5823,0.001124,0.062166,0.001088,0,0.001538,0.408579,0.166875,0,0
2324,100,0.054208,0.012753,57.6562,0.001545,0.061912,0.001169,0,0.001537,0.397499,0.177375,0,0
2325,100,0.053338,0.013046,58.7765,0.001329,0.061289,0.001081,0,0.00154,0.410915,0.185209,0,0
2326,100,0.048957,0.012956,59.3553,0.001376,0.061541,0.001165,0,0.001458,0.42292,0.167125,0,0
2327,100,0.052789,0.013334,60.4515,0.001251,0.063166,0.001039,0,0.001582,0.416668,0.167208,0,0
2328,100,0.053338,0.013545,59.7958,0.001418,0.07808,0.000959,0,0.001542,0.416457,0.178041,0,0
2329,100,0.049373,0.013291,59.6861,0.001253,0.062208,0.000918,0,0.001628,0.41371,0.185209,0,0
2330,100,0.052498,0.013208,59.4252,0.001376,0.063129,0.001042,0,0.001461,0.413417,0.184333,0,0
2331,100,0.050999,0.012873,58.3117,0.001289,0.061087,0.000833,0,0.001295,0.405959,0.178459,0,0
2332,100,0.05325,0.013088,59.0329,0.001546,0.062207,0.000916,0,0.001247,0.413372,0.187791,0,0
2333,100,0.053871,0.013167,60.2823,0.001371,0.062337,0.001249,0,0.001542,0.416131,0.179042,0,0
2334,100,0.055625,0.012911,57.591,0.001291,0.06179,0.001207,0,0.001415,0.401917,0.174459,0,0
2335,100,0.050874,0.012666,57.0651,0.001335,0.060165,0.000877,0,0.0015,0.397541,0.172,0,0
2336,100,0.054125,0.012875,57.7232,0.001082,0.06154,0.001207,0,0.001417,0.401996,0.183875,0,0
2337,100,0.053832,0.013163,59.5331,0.001045,0.062624,0.001046,0,0.001289,0.411335,0.175333,0,0
2338,100,0.053794,0.013418,59.1322,0.001127,0.061789,0.001042,0,0.001792,0.411253,0.186333,0,0
2339,100,0.053499,0.013294,62.2537,0.001205,0.063126,0.001248,0,0.001585,0.41417,0.176917,0,0
2340,100,0.058501,0.013379,61.061,0.001463,0.063753,0.001246,0,0.001295,0.41571,0.18725,0,0
2341,100,0.059502,0.013625,60.2203,0.001624,0.067797,0.000791,0,0.001836,0.419461,0.199333,0,0
2342,100,0.058833,0.014207,60.5715,0.001459,0.066418,0.001,0,0.001623,0.423788,0.192542,0,0
2343,100,0.054499,0.01379,60.7431,0.001293,0.065543,0.000998,0,0.001418,0.422749,0.187791,0,0
2344,100,0.053413,0.013375,60.7483,0.001332,0.063874,0.001204,0,0.001581,0.422085,0.186833,0,0
2345,100,0.05229,0.013544,60.6462,0.001287,0.064085,0.001126,0,0.001587,0.421915,0.183666,0,0
2346,100,0.053586,0.013506,62.0285,0.001373,0.06354,0.000915,0,0.001418,0.422251,0.183917,0,0
2347,100,0.052996,0.013542,61.5667,0.001253,0.064952,0.001169,0,0.001498,0.421545,0.197042,0,0
2348,100,0.054004,0.013547,61.4206,0.001295,0.065457,0.001042,0,0.001376,0.420334,0.181625,0,0
2349,100,0.052668,0.013292,60.4635,0.001249,0.063209,0.000834,0,0.00179,0.421751,0.182875,0,0
2350,100,0.052044,0.013458,60.666,0.001333,0.062,0.000957,0,0.001708,0.421417,0.182916,0,0
2351,100,0.05296,0.013376,60.2118,0.001329,0.062335,0.001042,0,0.001584,0.418083,0.182417,0,0
2352,100,0.053379,0.013333,59.9975,0.001373,0.064501,0.000961,0,0.001662,0.416537,0.182208,0,0
2353,100,0.052333,0.013373,60.6363,0.001248,0.063542,0.000958,0,0.001666,0.420125,0.181167,0,0
2354,100,0.053211,0.013416,61.0773,0.001292,0.063249,0.001126,0,0.001666,0.416959,0.177375,0,0
2355,100,0.056876,0.013291,59.7114,0.001243,0.063417,0.000957,0,0.001333,0.416125,0.176,0,0
2356,100,0.056,0.013126,59.0108,0.001379,0.06508,0.000875,0,0.001453,0.410748,0.193208,0,0
2357,100,0.054541,0.013047,58.0338,0.001246,0.062043,0.001166,0,0.001461,0.405294,0.177666,0,0
2358,100,0.05266,0.012875,59.306,0.001416,0.061377,0.000708,0,0.001544,0.397501,0.179208,0,0
2359,100,0.051839,0.013209,59.9559,0.00129,0.063168,0.001043,0,0.001588,0.417338,0.188875,0,0
2360,100,0.052379,0.01321,59.8451,0.00129,0.063958,0.001126,0,0.001545,0.416878,0.185167,0,0
2361,100,0.051373,0.013167,59.2688,0.001124,0.063208,0.001292,0,0.00142,0.410543,0.174125,0,0
2362,100,0.060626,0.013831,59.8397,0.001587,0.071584,0.001084,0,0.001706,0.43387,0.208417,0,0
2363,100,0.051542,0.013165,59.2173,0.001411,0.063291,0.001084,0,0.00146,0.40967,0.185792,0,0
2364,100,0.051339,0.013459,59.3058,0.001334,0.063085,0.001209,0,0.001378,0.410168,0.183541,0,0
2365,100,0.052546,0.013294,59.8913,0.001335,0.064335,0.000835,0,0.001504,0.416293,0.183833,0,0
2366,100,0.054463,0.013203,59.6119,0.001253,0.063586,0.000998,0,0.001584,0.413667,0.1785,0,0
2367,100,0.055167,0.013418,59.5045,0.001248,0.064,0.001042,0,0.001413,0.412624,0.184708,0,0
2368,100,0.05142,0.012919,57.09,0.001498,0.060296,0.00071,0,0.001459,0.398498,0.176625,0,0
2369,100,0.054705,0.01329,58.9118,0.00142,0.065375,0.001208,0,0.001501,0.408167,0.181083,0,0
2370,100,0.054165,0.013211,61.6618,0.001414,0.062704,0.001164,0,0.001537,0.416661,0.175458,0,0
2371,100,0.055251,0.013456,62.6453,0.001338,0.063956,0.000832,0,0.001373,0.422834,0.191542,0,0
2372,100,0.05325,0.013457,59.6045,0.001129,0.062542,0.001042,0,0.001499,0.410583,0.185375,0,0
2373,100,0.051624,0.013334,61.5925,0.001332,0.063334,0.001124,0,0.001545,0.412254,0.1805,0,0
2374,100,0.052957,0.013248,59.8634,0.001295,0.062419,0.001127,0,0.001628,0.415627,0.186208,0,0
2375,100,0.052961,0.013002,60.1955,0.001458,0.062335,0.001001,0,0.00146,0.411045,0.179917,0,0
2376,100,0.052335,0.013497,59.9017,0.001295,0.063375,0.001043,0,0.001624,0.417791,0.185792,0,0
2377,100,0.052711,0.013457,60.1747,0.001333,0.064583,0.001082,0,0.001454,0.416873,0.183791,0,0
2378,100,0.053583,0.013122,58.5061,0.001333,0.061752,0.001249,0,0.001375,0.405129,0.169041,0,0
2379,100,0.050789,0.012871,59.3037,0.001293,0.06225,0.001,0,0.001333,0.398166,0.175,0,0
2380,100,0.049874,0.012707,57.057,0.001248,0.059625,0.001041,0,0.001293,0.397838,0.176209,0,0
2381,100,0.050871,0.013248,58.5187,0.001333,0.062165,0.001,0,0.001617,0.405999,0.1845,0,0
2382,100,0.052793,0.013207,60.07,0.001421,0.063084,0.001,0,0.001589,0.416007,0.188625,0,0
2383,100,0.050081,0.013121,58.4949,0.001165,0.062873,0.000914,0,0.001536,0.406579,0.187916,0,0
2384,100,0.052753,0.013292,60.418,0.001375,0.063999,0.000998,0,0.00158,0.417039,0.187917,0,0
2385,100,0.055334,0.013251,59.1979,0.001503,0.063834,0.001003,0,0.001376,0.412001,0.174833,0,0
2386,100,0.051879,0.013585,59.6772,0.001379,0.062544,0.001126,0,0.001588,0.415087,0.171875,0,0
2387,100,0.055458,0.013628,58.9279,0.001497,0.06429,0.000915,0,0.001421,0.409957,0.184084,0,0
2388,100,0.053462,0.013503,59.724,0.001334,0.064625,0.001163,0,0.001503,0.416539,0.180166,0,0
2389,100,0.051877,0.013127,58.654,0.00129,0.062999,0.001166,0,0.001374,0.403041,0.180666,0,0
2390,100,0.053545,0.012961,57.817,0.001084,0.062209,0.000917,0,0.001585,0.401376,0.183416,0,0
2391,100,0.053287,0.013288,59.92,0.001421,0.065084,0.000913,0,0.001418,0.412336,0.187167,0,0
2392,100,0.054915,0.01367,61.2238,0.001461,0.064039,0.001039,0,0.001248,0.41696,0.184208,0,0
2393,100,0.052791,0.013423,60.065,0.001293,0.062959,0.001038,0,0.001367,0.417082,0.179625,0,0
2394,100,0.056165,0.013373,60.0912,0.001378,0.065579,0.001085,0,0.001455,0.419414,0.191166,0,0
2395,100,0.05287,0.013456,60.0211,0.00125,0.063209,0.001167,0,0.001538,0.416915,0.195875,0,0
2396,100,0.052088,0.013541,61.167,0.001378,0.062915,0.001001,0,0.001458,0.422331,0.181291,0,0
2397,100,0.052079,0.013417,60.6278,0.001374,0.064082,0.00096,0,0.001542,0.419373,0.174542,0,0
2398,100,0.052411,0.013373,60.0948,0.001169,0.063753,0.000923,0,0.001544,0.418753,0.1845,0,0
2399,100,0.05533,0.013461,62.4801,0.001338,0.065876,0.000914,0,0.00179,0.441044,0.194666,0,0
2400,100,0.054166,0.01283,57.1134,0.001291,0.064836,0.000999,0,0.001292,0.398791,0.177958,0,0
2401,100,0.053956,0.012665,57.6911,0.00133,0.060833,0.000873,0,0.00146,0.397789,0.171292,0,0
2402,100,0.050793,0.013083,60.0296,0.001212,0.063126,0.001002,0,0.001496,0.412334,0.181417,0,0
2403,100,0.054165,0.013249,59.5289,0.001083,0.063663,0.001083,0,0.001496,0.413622,0.187667,0,0
2404,100,0.051953,0.013214,60.1913,0.001378,0.062415,0.001119,0,0.001382,0.416711,0.174458,0,0
2405,100,0.053169,0.013338,60.7545,0.001415,0.062666,0.000872,0,0.001582,0.408126,0.184625,0,0
2406,100,0.056504,0.013338,59.5231,0.001376,0.06487,0.001209,0,0.001495,0.410664,0.186042,0,0
2407,100,0.051667,0.013286,60.0945,0.001168,0.063461,0.001125,0,0.001501,0.414043,0.175708,0,0
2408,100,0.054453,0.01308,59.0257,0.001166,0.063127,0.001123,0,0.001625,0.411,0.179667,0,0
2409,100,0.050291,0.013165,58.3648,0.001044,0.061042,0.001078,0,0.001582,0.407375,0.189708,0,0
2410,100,0.053706,0.01304,58.713,0.001292,0.060753,0.001211,0,0.00146,0.406336,0.180833,0,0
2411,100,0.054958,0.012751,57.3946,0.001246,0.062001,0.001081,0,0.001668,0.398252,0.185041,0,0
2412,100,0.052249,0.012666,57.489,0.001251,0.061122,0.000877,0,0.00129,0.396495,0.175458,0,0
2413,100,0.0525,0.013255,58.228,0.001211,0.060501,0.001083,0,0.001245,0.398248,0.175583,0,0
2414,100,0.051497,0.013167,59.4005,0.00117,0.062627,0.001045,0,0.001543,0.414086,0.181,0,0
2415,100,0.053875,0.013412,59.741,0.001331,0.062665,0.000832,0,0.001712,0.415541,0.179083,0,0
2416,100,0.052084,0.013543,59.8646,0.001291,0.062792,0.001005,0,0.00142,0.415915,0.171875,0,0
2417,100,0.054247,0.01304,58.7426,0.001289,0.061835,0.001169,0,0.001583,0.407455,0.202042,0,0
2418,100,0.050211,0.01304,59.0582,0.001166,0.063417,0.001,0,0.001418,0.407541,0.179,0,0
2419,100,0.05204,0.013583,59.5936,0.001372,0.063251,0.001081,0,0.001375,0.423503,0.181875,0,0
2420,100,0.052875,0.013127,59.0373,0.001203,0.060878,0.001081,0,0.001462,0.410711,0.185,0,0
2421,100,0.052878,0.012914,58.1767,0.001501,0.064959,0.000873,0,0.001415,0.406207,0.1725,0,0
2422,100,0.049085,0.012962,58.4939,0.001248,0.062753,0.001042,0,0.001583,0.40683,0.183708,0,0
2423,100,0.052251,0.013417,60.0686,0.001292,0.063833,0.000914,0,0.001544,0.410295,0.180625,0,0
2424,100,0.053543,0.013372,59.7097,0.001084,0.062752,0.000876,0,0.001793,0.416831,0.182875,0,0
2425,100,0.050708,0.013003,58.7918,0.001415,0.061242,0.001043,0,0.0015,0.407,0.193042,0,0
2426,100,0.05454,0.013204,60.096,0.001042,0.063001,0.00125,0,0.001624,0.416125,0.185334,0,0
2427,100,0.051542,0.013124,59.6789,0.001245,0.062957,0.001043,0,0.001461,0.411958,0.169583,0,0
2428,100,0.050831,0.012996,59.2193,0.001421,0.062496,0.001086,0,0.00154,0.413375,0.179125,0,0
2429,100,0.054621,0.013207,59.0608,0.001207,0.06392,0.001041,0,0.001628,0.411379,0.173,0,0
2430,100,0.054959,0.01325,59.9687,0.001249,0.063253,0.000751,0,0.001419,0.416334,0.1835,0,0
2431,100,0.051172,0.013376,59.2316,0.001206,0.062252,0.001127,0,0.001498,0.412501,0.187333,0,0
2432,100,0.053413,0.012997,57.6497,0.001207,0.060919,0.000997,0,0.001463,0.401423,0.186959,0,0
2433,100,0.053913,0.013042,59.8151,0.001335,0.063833,0.00104,0,0.001712,0.414002,0.189,0,0
2434,100,0.050039,0.013122,59.2158,0.001333,0.062415,0.001043,0,0.001745,0.410541,0.1865,0,0
2435,100,0.052667,0.012959,59.201,0.001416,0.063126,0.001081,0,0.001377,0.413874,0.186416,0,0
2436,100,0.051456,0.012913,58.7824,0.001251,0.061791,0.000875,0,0.001708,0.407999,0.184292,0,0
2437,100,0.050752,0.013041,59.2191,0.001082,0.063581,0.000879,0,0.001627,0.413544,0.183417,0,0
2438,100,0.053952,0.012959,59.1511,0.001337,0.061501,0.001084,0,0.001461,0.408129,0.17475,0,0
2439,100,0.050127,0.013294,62.8283,0.001416,0.062461,0.001123,0,0.001416,0.415626,0.172417,0,0
2440,100,0.049953,0.012915,59.2709,0.001339,0.061453,0.001164,0,0.001414,0.412296,0.175209,0,0
2441,100,0.054207,0.013249,59.6906,0.001291,0.063626,0.00104,0,0.001576,0.411457,0.18525,0,0
2442,100,0.052458,0.013173,59.3775,0.001251,0.061952,0.001165,0,0.0015,0.403624,0.174667,0,0
2443,100,0.051042,0.012958,58.1867,0.001287,0.061253,0.001085,0,0.001417,0.398248,0.178458,0,0
2444,100,0.051168,0.013208,58.8585,0.001166,0.062124,0.000958,0,0.001418,0.40533,0.183,0,0
2445,100,0.05317,0.013498,58.6206,0.001376,0.062293,0.001038,0,0.0015,0.408001,0.179459,0,0
2446,100,0.073919,0.013248,62.0725,0.001505,0.062539,0.001244,0,0.00154,0.411873,0.183875,0,0
2447,100,0.048458,0.013086,59.293,0.001417,0.060378,0.000956,0,0.001251,0.411002,0.18025,0,0
2448,100,0.055836,0.0135,60.5929,0.001291,0.065417,0.00096,0,0.001499,0.42058,0.188,0,0
2449,100,0.051542,0.0135,59.0704,0.00121,0.062792,0.001081,0,0.001456,0.411878,0.180834,0,0
2450,100,0.049498,0.01308,58.0158,0.001337,0.062,0.001004,0,0.001334,0.404956,0.183666,0,0
2451,100,0.057624,0.01333,60.1525,0.001329,0.066166,0.000876,0,0.001624,0.411248,0.180959,0,0
2452,100,0.056334,0.013292,63.4256,0.001459,0.06779,0.00104,0,0.001499,0.42004,0.199334,0,0
2453,100,0.061375,0.013538,59.4397,0.00129,0.068708,0.001088,0,0.001372,0.408712,0.179458,0,0
2454,100,0.052877,0.013086,57.4133,0.001167,0.064587,0.001,0,0.001455,0.398125,0.179292,0,0
2455,100,0.053874,0.012995,57.2782,0.001544,0.063874,0.000917,0,0.001501,0.397332,0.184208,0,0
2456,100,0.056085,0.01321,63.5388,0.001751,0.069537,0.001292,0,0.001623,0.410329,0.194209,0,0
2457,100,0.050252,0.013125,59.5368,0.001625,0.064083,0.000916,0,0.001584,0.410708,0.185417,0,0
2458,100,0.051626,0.01321,59.399,0.001296,0.065039,0.001166,0,0.001538,0.412288,0.207542,0,0
2459,100,0.063589,0.013878,64.2058,0.00188,0.076793,0.000999,0,0.001794,0.437544,0.220208,0,0
2460,100,0.058125,0.013833,61.1164,0.001544,0.070128,0.001084,0,0.001418,0.421168,0.198208,0,0
2461,100,0.055705,0.013459,60.9878,0.001335,0.065998,0.001039,0,0.001413,0.421746,0.188916,0,0
2462,100,0.055707,0.013333,62.1036,0.00129,0.065628,0.001082,0,0.001546,0.417085,0.180958,0,0
2463,100,0.054168,0.013164,59.4848,0.001335,0.064413,0.000957,0,0.001458,0.412,0.184958,0,0
2464,100,0.054169,0.013536,60.5613,0.014123,0.065124,0.001378,0,0.001831,0.414291,0.173084,0,0
2465,100,0.050627,0.012789,57.4053,0.001122,0.061916,0.000911,0,0.001503,0.398669,0.173542,0,0
2466,100,0.052,0.012836,57.5937,0.001038,0.061041,0.001167,0,0.001581,0.39679,0.170042,0,0
2467,100,0.052167,0.012962,57.8965,0.001209,0.062293,0.000789,0,0.001542,0.40221,0.171,0,0
2468,100,0.050793,0.01346,59.1856,0.001334,0.062419,0.001207,0,0.00142,0.413378,0.186375,0,0
2469,100,0.052127,0.013166,61.1946,0.001293,0.063499,0.001124,0,0.00154,0.411245,0.179791,0,0
2470,100,0.051414,0.013207,58.5832,0.001291,0.061415,0.000918,0,0.001417,0.407796,0.187792,0,0
2471,100,0.053289,0.014836,59.2095,0.001503,0.062044,0.001003,0,0.001419,0.408422,0.173917,0,0
2472,100,0.054997,0.013163,61.0141,0.001252,0.062542,0.000916,0,0.001501,0.412338,0.183291,0,0
2473,100,0.052835,0.013039,59.3465,0.001243,0.062378,0.001171,0,0.00134,0.411381,0.18925,0,0
2474,100,0.060416,0.013376,60.0886,0.001415,0.06379,0.001168,0,0.00134,0.415668,0.18225,0,0
2475,100,0.052584,0.013041,58.2669,0.001251,0.076127,0.001204,0,0.001624,0.404832,0.172209,0,0
2476,100,0.047545,0.012794,57.6375,0.001082,0.060505,0.00096,0,0.001581,0.397043,0.174458,0,0
2477,100,0.052041,0.012795,58.3411,0.001286,0.060833,0.001122,0,0.001417,0.403628,0.182208,0,0
2478,100,0.051585,0.013003,59.2078,0.001289,0.061498,0.001043,0,0.001374,0.41179,0.186125,0,0
2479,100,0.050664,0.012958,58.5805,0.001256,0.060873,0.001123,0,0.001707,0.407372,0.188917,0,0
2480,100,0.050081,0.013375,59.3974,0.00125,0.063129,0.001415,0,0.001421,0.413002,0.1775,0,0
2481,100,0.054961,0.01325,58.4521,0.001545,0.061501,0.000874,0,0.001501,0.402668,0.18275,0,0
2482,100,0.053417,0.013293,59.5685,0.001413,0.065291,0.001083,0,0.001622,0.413415,0.180542,0,0
2483,100,0.055252,0.01359,60.5487,0.001369,0.067669,0.000998,0,0.001702,0.418792,0.185292,0,0
2484,100,0.051459,0.012751,58.5404,0.001289,0.063455,0.001246,0,0.001495,0.40633,0.188833,0,0
2485,100,0.055628,0.013747,60.1075,0.001249,0.065499,0.000957,0,0.001623,0.417043,0.190375,0,0
2486,100,0.052166,0.012997,57.4834,0.001501,0.064125,0.00121,0,0.001668,0.399792,0.177542,0,0
2487,100,0.053087,0.013212,59.7029,0.00117,0.063874,0.001207,0,0.001374,0.415289,0.172417,0,0
2488,100,0.053709,0.013372,60.1437,0.001208,0.064663,0.001208,0,0.00158,0.415748,0.184459,0,0
2489,100,0.051001,0.013128,59.2928,0.001294,0.06171,0.000998,0,0.001417,0.433213,0.189083,0,0
2490,100,0.05146,0.013294,59.0119,0.001286,0.063042,0.001171,0,0.001581,0.409666,0.181458,0,0
2491,100,0.054002,0.013247,60.4105,0.001249,0.063919,0.000875,0,0.001333,0.417002,0.279042,0,0
2492,100,0.052247,0.012953,59.2973,0.001242,0.062329,0.001126,0,0.001418,0.406664,0.176291,0,0
2493,100,0.053791,0.013582,62.4225,0.001501,0.063582,0.001043,0,0.00158,0.41629,0.188708,0,0
2494,100,0.054665,0.013336,60.6282,0.001541,0.083544,0.001046,0,0.001833,0.4185,0.199875,0,0
2495,100,0.05571,0.013126,60.0085,0.001376,0.065087,0.00096,0,0.001419,0.412169,0.18375,0,0
2496,100,0.060666,0.013625,60.2386,0.001545,0.067454,0.001043,0,0.001455,0.419124,0.184167,0,0
2497,100,0.057793,0.013122,59.0002,0.001457,0.066417,0.001001,0,0.001541,0.404376,0.196667,0,0
2498,100,0.059459,0.013542,61.295,0.001622,0.070747,0.00129,0,0.001671,0.418045,0.215375,0,0
2499,100,0.061331,0.013545,59.5054,0.001499,0.073331,0.000918,0,0.001503,0.414416,0.180292,0,0
2500,100,0.056374,0.013249,59.8125,0.00129,0.065461,0.001039,0,0.001668,0.412624,0.187375,0,0
2501,100,0.055335,0.0135,60.0814,0.0015,0.066787,0.000961,0,0.001664,0.418168,0.176,0,0
2502,100,0.053162,0.013334,59.7875,0.001166,0.064043,0.001331,0,0.001583,0.415039,0.188209,0,0
2503,100,0.051876,0.013042,58.5316,0.001082,0.063502,0.000958,0,0.001543,0.406292,0.181958,0,0
2504,100,0.059371,0.013792,61.4772,0.001454,0.070043,0.001001,0,0.00167,0.419753,0.196667,0,0
2505,100,0.056043,0.013376,61.1565,0.001331,0.066332,0.001086,0,0.001584,0.421958,0.209708,0,0
2506,100,0.055338,0.013289,59.1905,0.001166,0.06467,0.001208,0,0.001545,0.412749,0.1795,0,0
2507,100,0.052833,0.013084,59.2357,0.001455,0.064749,0.000998,0,0.001291,0.41096,0.188375,0,0
2508,100,0.056001,0.012832,59.3263,0.001295,0.065502,0.001083,0,0.001291,0.397623,0.179667,0,0
2509,100,0.054289,0.013375,60.2433,0.001417,0.064874,0.000954,0,0.001503,0.412128,0.182042,0,0
2510,100,0.055919,0.013299,60.5531,0.001374,0.064667,0.001206,0,0.001708,0.421916,0.18475,0,0
2511,100,0.058293,0.013001,58.9073,0.001416,0.064292,0.000874,0,0.001334,0.408749,0.182208,0,0
