run_name,N,AR,seed_id,metric,rod,mu,num_samples,final_frame,final_time,final_displacement,final_path_length,final_orientation_change_deg,max_displacement,max_path_length,max_orientation_change_deg
20260403-112108_N1000_117_696_524_AR200_MinFTA_rod5,1000,200,117_696_524,MinFTA,5,1.0,300,299,0.299,4.675684441876723e-05,0.00022175313496601318,0.008773176432771304,5.966648975765327e-05,0.00022175313496601318,0.01649216089900917
20260403-112108_N1000_117_696_524_AR25_MaxFSA_rod72,1000,25,117_696_524,MaxFSA,72,0.0,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFSA_rod72,1000,25,117_696_524,MaxFSA,72,0.1,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFSA_rod72,1000,25,117_696_524,MaxFSA,72,0.2,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFSA_rod72,1000,25,117_696_524,MaxFSA,72,0.4,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFSA_rod72,1000,25,117_696_524,MaxFSA,72,1.0,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFTA_rod72,1000,25,117_696_524,MaxFTA,72,0.0,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFTA_rod72,1000,25,117_696_524,MaxFTA,72,0.1,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFTA_rod72,1000,25,117_696_524,MaxFTA,72,0.2,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFTA_rod72,1000,25,117_696_524,MaxFTA,72,0.4,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MaxFTA_rod72,1000,25,117_696_524,MaxFTA,72,1.0,300,299,0.299,0.045157291880714004,0.04516820846506804,8.634318108182878,0.045157291880714004,0.04516820846506804,8.634318108182878
20260403-112108_N1000_117_696_524_AR25_MinFSA_rod113,1000,25,117_696_524,MinFSA,113,0.0,300,299,0.299,0.04172154660043781,0.060801707343006745,4.109293212122632,0.04172154660043781,0.060801707343006745,4.4517900530327426
20260403-112108_N1000_117_696_524_AR25_MinFSA_rod113,1000,25,117_696_524,MinFSA,113,0.1,300,299,0.299,0.023051095288727643,0.044496510321869395,3.8391541562423988,0.025348710250030482,0.044496510321869395,4.39786286566092
20260403-112108_N1000_117_696_524_AR25_MinFSA_rod113,1000,25,117_696_524,MinFSA,113,0.2,300,299,0.299,0.02225392517939252,0.044161175507920244,3.648653614203673,0.0243323475156529,0.044161175507920244,4.413637601667689
